name                ;  RA_ICRS ;   DE_ICRS;    dist;  e_dist;     age;   e_age;     FeH;   e_FeH;      Av;    e_Av;      Nc; 
Trumpler_32         ;  274.2983;  -13.3320;    1605;      31;   8.874;   0.036;   0.079;   0.033;   2.431;   0.020;    1153; 
UBC_220             ;  110.6501;  -17.1753;    2649;      73;   7.345;   0.539;  -0.136;   0.022;   1.958;   0.072;    1168; 
Ruprecht_85         ;  150.3486;  -55.1137;    3960;     224;   8.299;   0.118;  -0.029;   0.062;   3.093;   0.041;    1145; 
UPK_612             ;  252.4579;  -67.4088;     231;       4;   8.500;   0.097;   0.121;   0.057;   0.169;   0.070;    1163; 
NGC_1342            ;   52.8680;   37.3958;     636;       3;   8.605;   0.095;  -0.005;   0.028;   1.263;   0.045;    1199; 
UBC_292             ;  200.3783;  -61.2716;    2053;      31;   7.480;   0.057;   0.130;   0.047;   1.386;   0.029;    1172; 
NGC_2184            ;   91.7832;   -1.9226;     562;       2;   8.970;   0.047;  -0.121;   0.052;   0.655;   0.072;    1195; 
COIN-Gaia_28        ;   96.3387;   11.1451;    1490;      30;   7.953;   0.126;  -0.105;   0.019;   1.071;   0.053;    1195; 
Gulliver_17         ;  302.6855;   35.8699;    1664;      27;   8.019;   0.083;   0.137;   0.047;   1.255;   0.033;    1140; 
NGC_6631            ;  276.8079;  -12.0301;    2162;     116;   7.212;   0.095;   0.129;   0.033;   2.831;   0.059;    1144; 
UBC_435             ;   90.7272;   25.5015;    2780;      82;   7.810;   0.330;  -0.183;   0.026;   1.294;   0.065;    1212; 
UBC_425             ;   59.2111;   48.6084;    2684;      83;   7.148;   0.136;  -0.182;   0.041;   2.705;   0.030;    1218; 
Collinder_258       ;  186.7349;  -60.7609;    1210;       9;   8.168;   0.028;  -0.039;   0.030;   0.793;   0.068;    1117; 
ASCC_9              ;   41.6957;   57.7834;    2119;      50;   7.265;   0.062;  -0.106;   0.079;   2.579;   0.031;    1224; 
LP_2198             ;  107.4732;    4.7073;    1175;      23;   9.169;   0.074;  -0.154;   0.074;   0.915;   0.103;    1229; 
UBC_524             ;  192.6154;  -60.9737;    2762;     388;   7.416;   0.748;   0.043;   0.042;   1.958;   0.397;    1160; 
Berkeley_81         ;  285.4188;   -0.4524;    3096;     188;   8.898;   0.058;   0.139;   0.035;   3.150;   0.067;    1160; 
UBC_439             ;   94.5438;   10.7607;    2572;     126;   8.458;   0.042;  -0.175;   0.047;   1.389;   0.029;    1232; 
NGC_2423            ;  114.2671;  -13.8403;     901;       9;   9.048;   0.021;  -0.024;   0.044;   0.353;   0.042;    1225; 
UFMG_1              ;  236.5902;  -56.7969;    2250;      64;   8.341;   0.490;   0.167;   0.023;   2.584;   0.084;    1138; 
Haffner_11          ;  113.8705;  -27.7161;    4950;     155;   8.870;   0.044;  -0.214;   0.035;   2.031;   0.038;    1204; 
Berkeley_62         ;   15.3220;   63.9134;    2629;      78;   7.274;   0.038;  -0.127;   0.042;   2.502;   0.025;    1234; 
UPK_169             ;  326.8185;   59.7050;     832;      17;   7.173;   0.297;  -0.286;   0.166;   2.442;   0.168;    1213; 
NGC_6694            ;  281.3173;   -9.3785;    1675;      37;   8.001;   0.159;   0.173;   0.024;   1.892;   0.029;    1074; 
Ruprecht_79         ;  145.2661;  -53.8479;    3591;     181;   7.300;   0.422;  -0.006;   0.040;   2.493;   0.087;    1207; 
SAI_24              ;   44.7920;   60.5598;    1930;      76;   7.092;   0.080;  -0.016;   0.075;   2.033;   0.040;    1233; 
NGC_7510            ;  347.7746;   60.5894;    2950;     115;   7.020;   0.031;  -0.187;   0.056;   3.065;   0.038;    1231; 
UBC_473             ;  122.6511;  -34.3008;    3646;      77;   7.931;   0.284;  -0.117;   0.041;   1.397;   0.050;    1207; 
NGC_2527            ;  121.2330;  -28.1193;    2141;       0;   8.826;   0.000;   0.699;   0.000;   3.383;   0.000;    1229; 
NGC_957             ;   38.3705;   57.5497;    2050;      70;   7.375;   0.079;  -0.029;   0.052;   2.291;   0.014;    1251; 
Loden_1194          ;  211.9608;  -59.7101;     717;       4;   8.373;   0.069;  -0.027;   0.027;   0.764;   0.046;    1153; 
UBC_172             ;  343.3946;   54.3292;    2456;      32;   8.350;   0.153;  -0.073;   0.037;   1.231;   0.047;    1243; 
NGC_2635            ;  129.6184;  -34.7786;    4290;     100;   8.634;   0.059;  -0.195;   0.033;   1.296;   0.046;    1248; 
UPK_50              ;  283.2050;    8.2364;     989;      12;   8.215;   0.172;   0.042;   0.017;   1.498;   0.057;    1231; 
UFMG_3              ;  238.1330;  -55.4239;    1772;      45;   7.776;   0.257;   0.160;   0.044;   2.697;   0.043;    1180; 
vdBergh_130         ;  304.4921;   39.3298;    1559;     123;   6.742;   0.129;   0.051;   0.157;   2.450;   0.030;    1238; 
NGC_6910            ;  305.7806;   40.7493;    1640;      31;   6.989;   0.040;  -0.030;   0.039;   3.311;   0.101;    1265; 
Kronberger_69       ;  300.4908;   31.4264;    2672;     158;   7.149;   0.058;   0.017;   0.037;   3.002;   0.046;    1221; 
UBC_633             ;  112.8306;  -15.4343;    4025;     294;   7.194;   0.098;  -0.223;   0.021;   2.186;   0.054;    1273; 
Haffner_14          ;  116.1688;  -28.3922;    3156;     112;   8.007;   0.437;  -0.161;   0.023;   2.117;   0.094;    1264; 
Collinder_272       ;  202.5846;  -61.3193;    2038;      28;   7.470;   0.044;   0.130;   0.038;   1.540;   0.044;    1207; 
NGC_6728            ;  284.7119;   -8.9423;    1699;      21;   8.762;   0.041;   0.122;   0.049;   0.876;   0.092;    1191; 
Ruprecht_96         ;  177.6697;  -62.1342;    2963;      96;   7.333;   0.046;   0.019;   0.027;   1.717;   0.047;    1195; 
UBC_619             ;  111.7008;   13.0974;    3321;     258;   9.534;   0.068;  -0.219;   0.045;   0.340;   0.038;    1293; 
UBC_410             ;    6.9664;   62.9038;    2480;      63;   7.387;   0.107;  -0.063;   0.046;   1.677;   0.032;    1287; 
NGC_609             ;   24.0980;   64.5370;    4806;     172;   8.338;   0.065;  -0.136;   0.058;   3.309;   0.027;    1241; 
NGC_6087            ;  244.7276;  -57.9032;     924;      14;   8.192;   0.083;  -0.118;   0.077;   0.704;   0.027;    1180; 
UBC_198             ;   82.1311;   35.6967;    1800;      34;   7.475;   0.041;  -0.122;   0.048;   1.485;   0.087;    1305; 
DBSB_7              ;  113.8386;  -18.6960;    2153;     100;   7.387;   0.032;  -0.098;   0.055;   2.063;   0.103;    1300; 
Czernik_37          ;  268.3239;  -27.3796;    2234;     131;   7.137;   0.632;   0.160;   0.026;   4.083;   0.074;    1280; 
UBC_341             ;  276.4499;  -17.0816;    1893;      49;   7.119;   0.044;   0.115;   0.052;   2.767;   0.060;    1202; 
NGC_2451B           ;  116.1018;  -37.8642;     354;       4;   7.631;   0.026;  -0.011;   0.015;   0.463;   0.053;    1296; 
UPK_621             ;  237.4248;  -54.5105;     874;       2;   8.174;   0.189;   0.019;   0.045;   1.101;   0.062;    1254; 
Berkeley_54         ;  315.7439;   40.4310;    6300;      83;   9.519;   0.123;  -0.085;   0.041;   2.691;   0.088;    1286; 
Ruprecht_66         ;  130.1517;  -38.0681;    4154;     218;   9.031;   0.055;  -0.144;   0.052;   1.956;   0.061;    1302; 
UPK_180             ;  339.1321;   56.8006;     844;       9;   8.245;   0.100;  -0.209;   0.060;   1.257;   0.071;    1299; 
LP_1199             ;  263.3873;  -34.4427;    2853;     180;   7.076;   0.296;   0.164;   0.073;   3.971;   0.062;    1225; 
UBC_342             ;  273.8477;  -14.9360;    1515;      26;   7.267;   0.084;   0.115;   0.036;   2.068;   0.096;    1296; 
NGC_2420            ;  114.6065;   21.5727;    2326;       0;   8.000;   0.000;  -0.163;   0.000;   0.010;   0.000;    1355; 
Dias_6              ;  277.6373;  -12.3355;    2366;     237;   8.590;   0.734;   0.143;   0.025;   3.008;   0.111;    1281; 
Alessi_2            ;   71.5109;   55.2127;     602;       2;   8.502;   0.034;  -0.086;   0.022;   0.923;   0.058;    1340; 
ASCC_11             ;   53.0538;   44.8967;     826;       5;   8.443;   0.194;  -0.121;   0.044;   0.975;   0.101;    1363; 
UPK_604             ;  224.4780;  -59.9530;     740;      11;   7.022;   0.183;  -0.098;   0.160;   1.364;   0.408;    1274; 
Blanco_1            ;   31.7171;  -30.0469;     234;       0;   8.000;   0.000;  -0.024;   0.000;   0.010;   0.000;    1376; 
NGC_2262            ;   99.9010;    1.1485;    2824;     266;   8.983;   0.061;  -0.142;   0.039;   2.294;   0.080;    1352; 
NGC_2421            ;  114.0571;  -20.6316;    2368;      63;   7.833;   0.171;  -0.109;   0.034;   1.447;   0.038;    1364; 
UPK_168             ;  343.7058;   43.5129;     513;      14;   8.167;   0.163;  -0.003;   0.034;   0.540;   0.040;    1363; 
ASCC_13             ;   78.2872;   44.4252;    1080;       4;   8.134;   0.053;  -0.120;   0.050;   0.882;   0.049;    1357; 
Hogg_4              ;  149.4142;  -54.6099;    3484;     164;   8.999;   0.038;  -0.046;   0.065;   1.917;   0.065;    1308; 
Trumpler_14         ;  161.0047;  -59.5491;    2271;      99;   6.720;   0.061;   0.025;   0.056;   1.786;   0.027;    1291;     
Collinder_350       ;  267.1168;    1.4133;     910;       0;   8.415;   0.000;  -0.246;   0.000;   3.361;   0.000;    1357; 
NGC_654             ;   25.9937;   61.8729;    2492;      93;   7.137;   0.081;  -0.066;   0.054;   2.638;   0.045;    1362; 
FSR_0951            ;   95.5963;   14.6281;    1585;      40;   8.792;   0.262;  -0.110;   0.025;   1.210;   0.091;    1374; 
vdBergh_92          ;  106.0692;  -11.4938;    1084;      14;   6.830;   0.094;  -0.076;   0.032;   0.972;   0.053;    1363; 
UFMG_55             ;  197.1138;  -61.1912;    2750;     264;   7.324;   0.309;   0.067;   0.079;   2.338;   0.166;    1352; 
IC_1434             ;  332.6303;   52.8524;    3016;     128;   8.118;   0.266;  -0.047;   0.066;   1.454;   0.045;    1356; 
Ruprecht_174        ;  310.8677;   37.0243;    2201;      52;   8.454;   0.088;   0.044;   0.028;   2.055;   0.057;    1343; 
King_25             ;  291.1187;   13.6956;    2684;      66;   7.105;   0.053;   0.154;   0.040;   4.168;   0.036;    1335; 
NGC_1027            ;   40.6822;   61.6262;    1069;       4;   8.104;   0.129;  -0.038;   0.047;   1.486;   0.062;    1383; 
UPK_381             ;   95.4379;   29.1350;     692;       4;   8.604;   0.038;   0.002;   0.041;   0.314;   0.023;    1388; 
King_13             ;    2.5554;   61.1745;    3230;     107;   8.760;   0.045;  -0.155;   0.030;   2.194;   0.051;    1366; 
LP_2059             ;  153.2595;  -60.9018;    2149;      50;   7.996;   0.076;  -0.107;   0.038;   0.762;   0.045;    1307; 
UBC_657             ;  161.8157;  -61.1332;    4077;     327;   7.097;   0.093;  -0.030;   0.046;   1.925;   0.120;    1288; 
LP_1641             ;  277.9122;  -10.1672;    2694;     166;   6.908;   0.537;   0.158;   0.120;   4.250;   0.035;    1358; 
UFMG_22             ;  263.1917;  -37.6545;    2339;     140;   6.957;   0.068;   0.111;   0.045;   3.454;   0.096;    1293; 
Turner_9            ;  296.1247;   29.5140;    1764;      20;   8.751;   0.044;   0.169;   0.018;   0.697;   0.058;    1294; 
SAI_116             ;  177.3444;  -62.2219;    2908;     368;   7.352;   0.720;   0.048;   0.027;   2.576;   0.228;    1285; 
NGC_2658            ;  130.8669;  -32.6600;    3609;     133;   8.663;   0.071;  -0.140;   0.036;   1.129;   0.053;    1419; 
ASCC_12             ;   72.4597;   41.8028;    1014;      12;   8.496;   0.318;  -0.112;   0.033;   1.009;   0.084;    1419; 
Berkeley_68         ;   71.0716;   42.1129;    2855;     185;   9.269;   0.113;  -0.169;   0.070;   2.028;   0.174;    1425; 
NGC_6253            ;  254.7800;  -52.7072;    1594;      23;   9.525;   0.014;   0.036;   0.055;   1.036;   0.055;    1329; 
NGC_3293            ;  158.9447;  -58.2172;    2283;      68;   7.145;   0.039;   0.017;   0.036;   0.947;   0.017;    1390; 
NGC_3330            ;  159.6422;  -54.1373;    1680;      28;   8.028;   0.083;  -0.228;   0.078;   0.693;   0.057;    1385; 
NGC_7419            ;  343.5961;   60.8149;    2909;      91;   6.976;   0.044;  -0.184;   0.041;   4.653;   0.018;    1420; 
FSR_1443            ;  129.8581;  -47.3554;    3003;     286;   8.623;   0.423;  -0.120;   0.059;   1.805;   0.262;    1380; 
Melotte_25          ;   68.4982;   17.3325;      47;       0;   8.000;   0.000;  -0.023;   0.000;   0.010;   0.000;    1444; 
UBC_422             ;   40.5922;   58.1741;    2350;     135;   7.397;   0.275;  -0.149;   0.030;   2.272;   0.032;    1446; 
Teutsch_144         ;  320.4349;   50.5832;    2221;     165;   8.745;   0.282;   0.052;   0.083;   2.446;   0.118;    1422; 
UPK_560             ;  157.7701;  -44.5686;     592;      26;   8.726;   0.103;  -0.117;   0.046;   0.200;   0.093;    1435; 
NGC_7082            ;  322.1874;   47.1038;    1295;      16;   8.225;   0.099;   0.028;   0.065;   0.985;   0.052;    1417; 
Haffner_10          ;  112.1537;  -15.3685;    3413;     216;   9.490;   0.054;  -0.185;   0.035;   1.794;   0.058;    1437; 
Tombaugh_5          ;   56.9770;   59.0395;    1545;      30;   8.353;   0.097;   0.020;   0.028;   2.505;   0.027;    1466; 
BH_205              ;  254.0465;  -40.6350;    1616;      31;   6.780;   0.064;   0.148;   0.045;   1.445;   0.038;    1415; 
NGC_2281            ;  102.0351;   40.9961;     508;       1;   8.736;   0.043;  -0.032;   0.037;   0.341;   0.057;    1482; 
NGC_4852            ;  195.0302;  -59.6128;    1245;      19;   8.056;   0.060;  -0.007;   0.062;   1.448;   0.021;    1361; 
RSG_7               ;  344.5730;   59.2774;     808;       0;   7.379;   0.000;  -0.397;   0.000;   3.790;   0.000;    1444; 
SAI_109             ;  145.8927;  -50.8024;    6661;     305;   9.053;   0.047;  -0.110;   0.060;   2.326;   0.062;    1450; 
Berkeley_24         ;   99.4501;   -0.8705;    4637;     209;   9.148;   0.036;  -0.296;   0.020;   2.336;   0.045;    1502; 
UBC_515             ;  179.3138;  -62.9569;    2915;      99;   7.166;   0.059;   0.022;   0.037;   1.559;   0.034;    1408; 
NGC_6208            ;  252.3041;  -53.7083;    1142;       9;   9.269;   0.023;  -0.228;   0.040;   1.082;   0.067;    1370; 
UPK_542             ;  134.3829;  -54.2671;     770;     106;   8.773;   0.189;  -0.229;   0.030;   0.638;   0.316;    1420; 
FSR_0198            ;  300.6033;   35.6734;    1843;      80;   6.860;   0.085;   0.103;   0.135;   2.901;   0.172;    1458; 
UBC_460             ;  113.7776;  -21.3186;    2610;     127;   7.597;   0.071;  -0.111;   0.052;   1.131;   0.050;    1515; 
NGC_7380            ;  341.7717;   58.1475;    2350;     142;   7.114;   0.108;  -0.063;   0.080;   1.909;   0.053;    1506; 
Ruprecht_101        ;  182.3992;  -62.9887;    2847;     121;   8.951;   0.035;   0.048;   0.046;   2.007;   0.071;    1440; 
Alessi_19           ;  275.1105;   12.4488;     502;      19;   8.554;   0.069;  -0.182;   0.050;   0.380;   0.042;    1509; 
NGC_4349            ;  186.0496;  -61.8662;    1853;      31;   8.302;   0.140;   0.018;   0.027;   1.411;   0.043;    1473; 
NGC_7245            ;  333.8087;   54.3372;    2798;      94;   8.796;   0.043;  -0.085;   0.033;   1.288;   0.074;    1491; 
Czernik_38          ;  282.4412;    4.9729;    2029;      77;   8.598;   0.050;   0.173;   0.036;   4.243;   0.053;    1526; 
LP_1200             ;  264.3396;  -33.8505;    3055;     344;   7.846;   1.008;   0.213;   0.061;   3.838;   0.208;    1362; 
FSR_0123            ;  287.9010;   12.0507;    3544;     162;   8.765;   0.038;   0.167;   0.014;   3.516;   0.047;    1413; 
UBC_149             ;  312.4483;   46.4748;    2173;      47;   7.545;   0.097;   0.123;   0.047;   1.556;   0.024;    1535; 
LP_1406             ;  110.3253;  -11.7901;    2597;     155;   8.646;   0.314;  -0.172;   0.047;   1.535;   0.130;    1588; 
Berkeley_31         ;  104.4004;    8.2868;    6487;     459;   9.581;   0.105;  -0.363;   0.038;   0.584;   0.070;    1576; 
Ruprecht_63         ;  128.1793;  -48.3037;    3521;     192;   8.545;   0.222;  -0.125;   0.021;   1.756;   0.168;    1573; 
NGC_6834            ;  298.0567;   29.3927;    3117;      89;   7.209;   0.055;   0.033;   0.056;   2.317;   0.017;    1505; 
Berkeley_17         ;   80.1277;   30.5771;    3017;      88;   9.835;   0.147;  -0.193;   0.059;   1.985;   0.109;    1606; 
SAI_108             ;  144.7413;  -52.9479;    3094;     192;   7.201;   0.082;  -0.034;   0.037;   2.185;   0.126;    1566; 
UBC_438             ;   94.8234;   15.2994;    3715;     209;   7.033;   0.044;  -0.280;   0.048;   2.813;   0.078;    1614; 
NGC_6192            ;  250.0801;  -43.3605;    1553;      30;   7.677;   0.234;   0.140;   0.050;   2.222;   0.059;    1579; 
FSR_0591            ;   36.9321;   58.7651;    2354;     125;   7.239;   0.093;  -0.115;   0.059;   2.201;   0.079;    1606; 
NGC_2301            ;  102.9472;    0.4688;     835;       6;   8.306;   0.053;  -0.031;   0.018;   0.251;   0.012;    1626; 
UBC_456             ;  110.2217;  -20.7776;    4336;      47;   7.661;   0.360;  -0.079;   0.067;   1.758;   0.107;    1611; 
NGC_1817            ;   78.1423;   16.7131;    1629;      18;   9.069;   0.026;  -0.127;   0.035;   0.791;   0.045;    1641;     
NGC_7142            ;  326.3063;   65.7570;    2168;      69;   9.502;   0.031;  -0.099;   0.067;   1.429;   0.065;    1637; 
UPK_587             ;  201.1248;  -50.0096;     880;       6;   8.563;   0.102;  -0.228;   0.034;   0.355;   0.105;    1621; 
BH_211              ;  255.5352;  -41.1359;    1566;      41;   7.354;   0.453;   0.140;   0.062;   2.420;   0.071;    1606; 
UBC_482             ;  131.1772;  -45.9815;    1902;      33;   7.463;   0.194;   0.052;   0.068;   1.176;   0.044;    1619; 
NGC_6756            ;  287.1852;    4.7091;    2746;     113;   8.001;   0.425;   0.159;   0.077;   3.225;   0.056;    1553; 
Pozzo_1             ;  122.3438;  -47.3146;     343;       8;   7.105;   0.074;  -0.042;   0.044;   0.269;   0.059;    1642; 
Mayer_1             ;    5.5294;   61.7579;    2541;     152;   7.018;   0.078;  -0.079;   0.069;   1.693;   0.066;    1659; 
IC_2488             ;  141.7932;  -57.0357;    1287;      12;   8.184;   0.036;   0.019;   0.025;   0.979;   0.024;    1617; 
UBC_495             ;  144.9762;  -57.2918;    3400;     122;   8.604;   0.403;  -0.065;   0.038;   1.755;   0.104;    1603; 
UBC_476             ;  126.5671;  -33.8399;    3431;     138;   8.480;   0.367;  -0.144;   0.040;   1.153;   0.090;    1647; 
IC_2395             ;  130.4568;  -48.0611;     693;       4;   7.122;   0.023;  -0.034;   0.039;   0.474;   0.044;    1598; 
UBC_154             ;  317.0953;   46.3250;    2936;     147;   8.833;   0.076;  -0.005;   0.046;   1.734;   0.091;    1595; 
NGC_6404            ;  264.9204;  -33.2206;    2208;     136;   7.127;   0.074;   0.160;   0.064;   3.790;   0.049;    1458; 
Berkeley_32         ;  104.5261;    6.4303;    3381;      65;   9.717;   0.057;  -0.117;   0.028;   0.309;   0.028;    1685; 
Berkeley_43         ;  288.8543;   11.2678;    3303;     222;   6.677;   0.136;   0.158;   0.040;   5.596;   0.049;    1661; 
LP_5                ;  156.2277;  -72.5059;    1812;      34;   9.443;   0.042;  -0.108;   0.091;   0.436;   0.112;    1684; 
UBC_428             ;   66.8207;   44.6830;    2609;      82;   8.675;   0.263;  -0.115;   0.043;   2.367;   0.087;    1684; 
UBC_548             ;  250.4152;  -46.0960;    2272;      92;   7.090;   0.057;   0.138;   0.058;   3.234;   0.079;    1621; 
NGC_2539            ;  122.6456;  -12.8636;    1239;       9;   8.890;   0.019;  -0.005;   0.023;   0.135;   0.011;    1707; 
Trumpler_19         ;  168.6100;  -57.5744;    2357;      49;   9.590;   0.045;   0.039;   0.035;   0.629;   0.063;    1640; 
NGC_6416            ;  265.9961;  -32.4936;    1038;      12;   8.538;   0.314;   0.151;   0.066;   0.916;   0.131;    1566; 
NGC_6611            ;  274.6935;  -13.8046;    1630;      92;   6.865;   0.119;   0.156;   0.033;   2.316;   0.103;    1694; 
BH_99               ;  159.5022;  -59.2502;    1298;       0;   8.872;   0.000;  -0.652;   0.000;   5.106;   0.000;    1633;     
UBC_148             ;  309.7325;   46.4766;    1975;      70;   7.235;   0.045;   0.004;   0.034;   2.107;   0.104;    1700; 
Ruprecht_171        ;  278.0051;  -16.0778;    1468;      28;   9.482;   0.017;   0.070;   0.048;   0.934;   0.035;    1572; 
UBC_290             ;  191.9270;  -59.3591;    1579;      25;   8.019;   0.030;  -0.124;   0.069;   0.992;   0.033;    1620; 
NGC_6939            ;  307.9370;   60.6499;    1719;      40;   9.183;   0.017;  -0.007;   0.036;   1.397;   0.034;    1752; 
NGC_6152            ;  248.2352;  -52.6212;    1534;      26;   8.309;   0.098;   0.040;   0.027;   1.283;   0.045;    1538; 
NGC_2548            ;  123.3641;   -5.7408;     747;       4;   8.714;   0.032;  -0.002;   0.026;   0.127;   0.016;    1760; 
NGC_6451            ;  267.6696;  -30.2033;    2179;     131;   7.142;   0.046;   0.159;   0.053;   2.354;   0.029;    1448; 
UBC_345             ;  275.9700;  -12.2400;    2168;      47;   6.971;   0.062;   0.102;   0.039;   3.740;   0.020;    1639; 
NGC_4609            ;  190.6319;  -62.9929;    1366;      19;   7.878;   0.070;   0.097;   0.042;   1.233;   0.048;    1711; 
UBC_468             ;  116.5969;  -30.7334;    3080;      92;   7.722;   0.255;  -0.122;   0.035;   1.563;   0.060;    1760; 
Tombaugh_4          ;   37.3935;   61.7826;    2891;     163;   8.898;   0.042;  -0.138;   0.041;   3.383;   0.029;    1787; 
UBC_41              ;   23.2363;   59.7873;    2065;      98;   7.984;   0.138;   0.006;   0.076;   1.489;   0.066;    1774; 
LP_0733             ;  111.0731;  -20.2464;    2613;      82;   7.523;   0.031;  -0.149;   0.039;   1.108;   0.021;    1813; 
NGC_6940            ;  308.5568;   28.3041;    1000;       9;   9.022;   0.017;   0.008;   0.045;   0.709;   0.055;    1801; 
NGC_559             ;   22.3808;   63.2964;    2353;      41;   8.757;   0.037;  -0.095;   0.034;   2.214;   0.036;    1814; 
NGC_2236            ;   97.4227;    6.8427;    2421;      53;   8.954;   0.024;  -0.153;   0.043;   1.674;   0.044;    1821; 
FSR_0336            ;  327.7146;   55.2322;    2403;      84;   7.089;   0.028;  -0.066;   0.007;   3.161;   0.053;    1832; 
NGC_2360            ;  109.4375;  -15.6277;    1036;       9;   9.106;   0.029;  -0.083;   0.027;   0.396;   0.041;    1829; 
NGC_7235            ;  333.0843;   57.2744;    3112;     104;   7.148;   0.055;  -0.125;   0.038;   2.702;   0.030;    1810; 
NGC_2243            ;   97.3929;  -31.2836;    3925;       0;   8.000;   0.000;  -0.183;   0.000;   0.010;   0.000;    1842; 
Berkeley_36         ;  109.1046;  -13.2011;    4185;     253;   9.680;   0.095;  -0.174;   0.040;   1.996;   0.066;    1819; 
Melotte_20          ;   51.7894;   49.0786;     175;       0;   8.000;   0.000;  -0.030;   0.000;   0.010;   0.000;    1863; 
UBC_272             ;  168.2181;  -62.2629;    2134;      78;   7.325;   0.029;   0.035;   0.049;   1.460;   0.053;    1805; 
FSR_1521            ;  148.8439;  -56.6036;    3590;     263;   9.525;   0.195;  -0.004;   0.053;   3.547;   0.176;    1806; 
UPK_429             ;  108.9417;   -0.9894;     855;       0;   8.000;   0.000;  -0.068;   0.000;   0.010;   0.000;    1858; 
LP_1800             ;  337.8983;   57.9894;    1329;      30;   8.277;   0.112;   0.038;   0.039;   1.761;   0.065;    1836; 
UBC_258             ;  158.8896;  -57.6035;    2208;      68;   7.367;   0.037;   0.051;   0.046;   1.038;   0.063;    1834; 
NGC_2112            ;   88.4610;    0.4008;    1048;      31;   9.112;   0.151;  -0.043;   0.050;   2.427;   0.140;    1903; 
NGC_6242            ;  253.8436;  -39.4726;    1219;      16;   7.833;   0.086;   0.126;   0.041;   1.374;   0.024;    1840; 
NGC_6664            ;  279.1208;   -8.1974;    1920;      60;   7.210;   0.035;   0.097;   0.031;   2.469;   0.029;    1854; 
IC_361              ;   64.7416;   58.2517;    3385;     113;   9.014;   0.034;  -0.229;   0.041;   2.374;   0.044;    1888; 
Tombaugh_2          ;  105.7741;  -20.8179;    8328;     166;   9.294;   0.035;  -0.424;   0.065;   1.216;   0.036;    1830; 
Berkeley_70         ;   81.4641;   41.9554;    4254;     203;   9.278;   0.187;  -0.289;   0.085;   1.976;   0.167;    1900; 
LP_2219             ;  130.8037;  -45.8155;    1416;      18;   8.031;   0.071;   0.043;   0.003;   1.303;   0.046;    1883; 
Roslund_2           ;  296.2678;   23.9936;    1838;      45;   7.001;   0.046;   0.067;   0.064;   2.782;   0.033;    1847; 
Collinder_132       ;  108.8139;  -30.6126;     576;      20;   7.701;   0.066;  -0.143;   0.055;   0.206;   0.058;    1888; 
SAI_25              ;   45.1034;   57.3394;    2122;     189;   7.043;   0.066;  -0.086;   0.063;   3.346;   0.239;    1935; 
Melotte_105         ;  169.9097;  -63.4862;    2063;      56;   8.500;   0.078;   0.022;   0.040;   1.493;   0.061;    1858; 
LP_1281             ;  295.8085;   20.4922;    3070;    1248;   6.929;   0.944;   0.044;   0.065;   3.686;   0.203;    1839; 
NGC_2287            ;  101.5589;  -20.6933;     714;       4;   8.296;   0.067;  -0.078;   0.025;   0.225;   0.032;    1938; 
UBC_390             ;  338.6843;   58.2732;    3593;      85;   7.134;   0.043;  -0.072;   0.039;   2.242;   0.036;    1900; 
Trumpler_23         ;  240.2193;  -53.5450;    2208;      96;   8.750;   0.153;   0.117;   0.043;   2.609;   0.108;    1881; 
NGC_3496            ;  164.8725;  -60.3359;    2158;      38;   8.734;   0.024;   0.153;   0.039;   1.553;   0.045;    1813; 
NGC_129             ;    7.5498;   60.2434;    1723;      26;   7.963;   0.038;   0.002;   0.052;   1.854;   0.026;    1948; 
UBC_322             ;  255.2213;  -44.2167;    2460;     152;   7.085;   0.048;   0.151;   0.036;   3.304;   0.068;    1820; 
Gulliver_18         ;  302.9274;   26.5286;    1515;      22;   8.063;   0.015;   0.106;   0.054;   2.074;   0.061;    1944; 
UBC_166             ;  334.2468;   54.2546;    2960;     111;   7.389;   0.120;  -0.037;   0.043;   1.477;   0.039;    1952; 
NGC_5316            ;  208.5673;  -61.8939;    1395;      23;   8.138;   0.186;   0.052;   0.053;   1.133;   0.062;    1958; 
NGC_1893            ;   80.7889;   33.4477;    2745;     228;   7.150;   0.058;  -0.141;   0.052;   1.645;   0.040;    1997; 
UBC_248             ;  137.9841;  -52.2491;    2613;     180;   8.084;   0.362;  -0.029;   0.045;   1.620;   0.099;    1976; 
NGC_1750            ;   75.9814;   23.6905;     695;       3;   8.187;   0.149;  -0.001;   0.025;   1.236;   0.048;    2023; 
King_7              ;   59.7756;   51.7835;    2789;     184;   8.301;   0.610;  -0.167;   0.036;   3.773;   0.079;    2032; 
NGC_2682            ;  132.8347;   11.8133;     842;       5;   9.578;   0.021;  -0.045;   0.041;   0.164;   0.029;    2072; 
ASCC_108            ;  298.4716;   39.2269;    1157;       3;   8.241;   0.071;  -0.097;   0.033;   0.655;   0.050;    1971; 
UBC_443             ;   98.6434;   -6.7782;    3418;      87;   9.473;   0.216;  -0.198;   0.033;   1.107;   0.135;    2084; 
King_5              ;   48.6598;   52.6931;    2186;     114;   8.961;   0.038;  -0.129;   0.030;   2.586;   0.046;    2087; 
NGC_1912            ;   82.1752;   35.8255;    1069;      12;   8.505;   0.043;  -0.022;   0.025;   0.998;   0.032;    2093; 
NGC_2324            ;  106.0298;    1.0451;    3735;      71;   8.837;   0.037;  -0.180;   0.018;   0.633;   0.055;    2094; 
